objectid,bin,st_number,st_unit,unit_type,predir,st_name,suffix,postdir,zip,use_type,last_edited_user,last_edited_date,master_address_id,parcel_number,use_code,year_built,gross_area,story_height,number_of_stories
804,58248141,1407,A,APT,NA,GRACE,ST,NA,22902,R,NA,NA,804,280100000,Rooming House,1920,414,12,2
846,157811860,2101,101,APT,NA,ARLINGTON,BLVD,NA,22903,R,NA,NA,846,2801282A0,Office,0,2840,10,1
856,103592933,800,NA,NA,NA,5TH,ST,SW,22902,R,NA,NA,856,280152000,Office Building,1962,1059,8,1
954,49210525,2111,48,APT,NA,MICHIE,DR,NA,22901,R,NA,NA,954,310015000,Commercial,1972,2161,33,1
955,49210529,2111,16,APT,NA,MICHIE,DR,NA,22901,R,NA,NA,955,310015000,Commercial,1972,560,12,1
984,49210701,2111,121,APT,NA,MICHIE,DR,NA,22901,R,NA,NA,984,310184BO0,Storage Garage,1950,240,10,1
131,313013766,1039 ,B,#,NA,LOCUST,AVE,NA,22901,R,PFAUTZ,2016-11-28T17:23:17.000Z,50181,050090000,Apartments 1-10 units,1926,3930,8,2.5
148,116784861,1400,222,#,NA,MONTICELLO,RD,NA,22902,R,PFAUTZ,2016-11-28T17:23:17.000Z,50197,050155000,Apartments 1-10 units,2012,12491,8,2
149,116784861,1400,221,#,NA,MONTICELLO,RD,NA,22902,R,PFAUTZ,2016-11-28T17:23:17.000Z,50198,060001000,Bank,1999,8192,12,2
150,116784861,1400,220,#,NA,MONTICELLO,RD,NA,22902,R,PFAUTZ,2016-11-28T17:23:17.000Z,50199,060001000,Bank,1999,2535,12,1
180,329613906,1619,A,#,NA,MADISON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:17.000Z,50214,060094000,Apartments over 20 units,1947,15021,10,3
181,329613906,1619,B,#,NA,MADISON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:17.000Z,50215,060097000,Office Building,1915,5608,12,2
182,332313942,1611,A,#,NA,MADISON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:17.000Z,50216,060098000,Apartments 11-20 Units,1905,4728,10,2
192,7303460,1712,2,#,NA,JEFFERSON PARK,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:13.000Z,50219,070001300,Neighborhood Shopping Ctr.,1971,640,12,2
193,7303460,1712,3,#,NA,JEFFERSON PARK,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:13.000Z,50220,070001300,Neighborhood Shopping Ctr.,1971,4388,12,2
194,70233279,408,201A,#,E,MARKET,ST,NA,22902,NA,PFAUTZ,2016-11-28T17:23:13.000Z,50221,070001300,Neighborhood Shopping Ctr.,1971,640,12,2
195,88041507,2401,B,#,NA,FONTAINE,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:13.000Z,50222,070001400,Restaurant,1960,2000,12,1
199,332913626,818,H,#,NA,CABELL,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:13.000Z,50224,070001800,Retail Store,1960,915,12,1
201,92791926,601,2,#,NA,AVON,ST,NA,22902,R,PFAUTZ,2016-11-28T17:23:13.000Z,50225,0700019A0,Neighborhood Shopping Ctr.,0,1742,16,1
202,92791926,601,3,#,NA,AVON,ST,NA,22902,R,PFAUTZ,2016-11-28T17:23:13.000Z,50226,0700019B0,Fast Food Restaurant,0,2084,10,1
203,81471490,426,F,#,NA,GARRETT,ST,NA,22902,R,PFAUTZ,2016-11-28T17:23:13.000Z,50227,070002000,Bank,1977,2196,12,1
205,87241524,2205,106,#,NA,FONTAINE,AVE,NA,22903,NA,PFAUTZ,2016-11-28T17:23:13.000Z,50228,070002100,Fast Food Restaurant,1973,3321,14,1
219,496817469,132,2,#,NA,CHANCELLOR,ST,NA,22903,R,PFAUTZ,2016-11-28T17:23:13.000Z,50230,080001000,Gymnasium (College),1964,101147,60,1
286,6984753,107,308,#,NA,1ST,ST,S,22902,NA,PFAUTZ,2016-11-28T17:23:16.000Z,50256,090078000,Retail Store,1900,690,12,1
298,343514085,611,D,#,NA,MADISON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:17.000Z,50260,090086000,Retail Store,1900,288,12,1
299,343514085,615,F,#,NA,MADISON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:17.000Z,50261,090087000,Retail Store,1900,1728,12,1
300,334613957,39,2,#,NA,UNIVERSITY,CIR,NA,22903,R,PFAUTZ,2016-11-28T17:23:17.000Z,50262,090088000,Restaurant,1900,2600,10,2
301,357814222,748,B,#,NA,MADISON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:17.000Z,50263,090089000,Office Building,1910,1140,8,2
304,345414062,627,D,#,NA,CABELL,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:17.000Z,50265,090093000,Apartments over 20 units,1925,63305,11,4
305,86321422,1918,5,#,NA,JEFFERSON PARK,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:17.000Z,50266,090094000,Apartments over 20 units,2007,48066,12,3
306,83281254,100,A,#,NA,HARMON,ST,NA,22903,R,PFAUTZ,2016-11-28T17:23:17.000Z,50267,090094000,Apartments over 20 units,2007,48066,12,3
308,357814231,712,B,#,NA,MADISON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:17.000Z,50268,090095000,Retail Store,1920,1286,12,2
348,332913777,816,G,#,NA,CABELL,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:17.000Z,50269,100016000,Hotel,1966,45861,12,3
349,332913777,816,H,#,NA,CABELL,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:17.000Z,50270,100020000,Office Building,1928,6338,50,1
350,332913777,816,I,#,NA,CABELL,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:17.000Z,50271,100020000,Office Building,1928,21732,12,4
352,107713509,1101,A,#,NA,6TH,ST,SE,22902,R,PFAUTZ,2016-11-28T17:23:17.000Z,50272,100023000,Apartments 11-20 Units,1997,6732,12,3
357,6984753,107,303,#,NA,1ST,ST,S,22902,NA,PFAUTZ,2016-11-28T17:23:16.000Z,50274,100026000,Apartments 1-10 units,1890,6114,10,2
366,7610631,524,A,#,NA,VALLEY,RD,NA,22903,R,PFAUTZ,2016-11-28T17:23:13.000Z,50275,100033000,Apartments 1-10 units,1920,189,8,1
373,55118072,814,B,#,NA,ST CLAIR,AVE,NA,22902,R,PFAUTZ,2016-11-28T17:23:13.000Z,50276,100053000,Medical Office,1957,48950,14,1
374,6790155,500,304,#,NA,COURT,SQ,NA,22902,R,PFAUTZ,2016-11-28T17:23:13.000Z,50277,100054000,Office Building,1958,6380,12,1
376,496817469,132,3,#,NA,CHANCELLOR,ST,NA,22903,R,PFAUTZ,2016-11-28T17:23:13.000Z,50278,100055000,Office Building,1824,224,10,2
377,369014302,501,G,#,NA,17TH,ST,NW,22903,R,PFAUTZ,2016-11-28T17:23:13.000Z,50279,100055000,Office Building,1824,4650,10,2.5
383,225812990,116,8,#,NA,UNIVERSITY,GDNS,NA,22903,R,PFAUTZ,2016-11-28T17:23:13.000Z,50280,100060000,Commercial,0,167708,15,7
384,225812990,118,1,#,NA,UNIVERSITY,GDNS,NA,22903,R,PFAUTZ,2016-11-28T17:23:13.000Z,50281,100063000,Multiple Commercial Use,1926,13229,12,1
385,225812758,136,2,#,NA,UNIVERSITY,GDNS,NA,22903,R,PFAUTZ,2016-11-28T17:23:13.000Z,50282,100063000,Multiple Commercial Use,1926,3336,12,1
386,225812758,136,3,#,NA,UNIVERSITY,GDNS,NA,22903,R,PFAUTZ,2016-11-28T17:23:13.000Z,50283,100068000,Apartments over 20 units,2016,NA,NA,NA
387,225812758,136,1,#,NA,UNIVERSITY,GDNS,NA,22903,R,PFAUTZ,2016-11-28T17:23:13.000Z,50284,100069000,Office Building,1950,3078,12,2
450,86321488,2002,17,#,NA,JEFFERSON PARK,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:17.000Z,50292,120001000,Classroom  (Elem/2nd Sch),1964,4564,10,2
451,109443747,2321,A,#,NA,CRESTMONT,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:17.000Z,50293,120001000,Classroom  (Elem/2nd Sch),1964,1055,10,1
479,82521155,1830,22,#,NA,JEFFERSON PARK,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:17.000Z,50296,160035000,Apartments 1-10 units,1999,6100,12,1
482,450115258,1964,B,#,NA,LEWIS MOUNTAIN,RD,NA,22903,R,PFAUTZ,2016-11-28T17:23:17.000Z,50297,160038000,Apartments 11-20 Units,1991,23440,8,4
483,343514151,608,C,#,NA,CABELL,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:17.000Z,50298,160038000,Apartments 11-20 Units,1991,300,8,1
484,436415063,2003,C,#,NA,LEWIS MOUNTAIN,RD,NA,22903,R,PFAUTZ,2016-11-28T17:23:17.000Z,50299,160040000,Apartments 1-10 units,1957,5976,8,3
485,352414137,68,16A,#,NA,UNIVERSITY,WAY,NA,22903,R,PFAUTZ,2016-11-28T17:23:17.000Z,50300,160040100,Apartments 1-10 units,1957,NA,NA,NA
490,7240353,206,A,#,NA,MONTEBELLO,CIR,NA,22903,R,PFAUTZ,2016-11-28T17:23:17.000Z,50302,160055000,Apartments 1-10 units,1933,1386,8,1
491,7636633,116,4,#,NA,CHELSEA,DR,NA,22903,R,PFAUTZ,2016-11-28T17:23:17.000Z,50303,160056000,Apartments 1-10 units,1929,NA,NA,NA
249,7736724,762,1,#,NA,KING,ST,NA,22903,R,PFAUTZ,2016-11-28T17:23:32.000Z,50233,090005000,Church,1912,3264,20,1
250,7736724,762,2,#,NA,KING,ST,NA,22903,R,PFAUTZ,2016-11-28T17:23:32.000Z,50234,090008000,Apartments 11-20 Units,1993,15268,8,4
251,7736724,762,3,#,NA,KING,ST,NA,22903,R,PFAUTZ,2016-11-28T17:23:32.000Z,50235,090011000,Apartments 1-10 units,1960,6862,8,2
252,7736724,762,4,#,NA,KING,ST,NA,22903,R,PFAUTZ,2016-11-28T17:23:32.000Z,50236,090012000,Church,1958,4211,20,1
253,7736724,762,5,#,NA,KING,ST,NA,22903,R,PFAUTZ,2016-11-28T17:23:32.000Z,50237,090013000,Office Building,1890,3416,10,2
254,7736724,762,6,#,NA,KING,ST,NA,22903,R,PFAUTZ,2016-11-28T17:23:33.000Z,50238,090015000,"Library, Public",1965,13054,12,1
255,7736724,762,7,#,NA,KING,ST,NA,22903,R,PFAUTZ,2016-11-28T17:23:33.000Z,50239,090016000,Group Care Home,1920,18724,10,2
256,7736724,762,8,#,NA,KING,ST,NA,22903,R,PFAUTZ,2016-11-28T17:23:33.000Z,50240,090016000,Group Care Home,1920,2687,10,1
587,96089576,824,A,#,NA,HINTON,AVE,NA,22902,C,PFAUTZ,2016-11-28T17:23:30.000Z,50344,210089000,Church,1953,5252,12,1.5
820,480215512,901,300,#,NA,PRESTON,AVE,NA,22903,C,PFAUTZ,2016-11-28T17:23:30.000Z,50389,280111B00,Condominium Commercial,0,1547,12,1
837,587120031,1308,402,#,NA,WERTLAND,ST,NA,22903,R,PFAUTZ,2016-11-28T17:23:33.000Z,50402,280113000,Retail Store,1981,NA,12,1
851,480315495,700,B,#,NA,ROSE HILL,DR,NA,22903,C,PFAUTZ,2016-11-28T17:23:30.000Z,50406,280144000,Office Building,1892,2744,8,2
884,649617292,400,1,#,NA,LOCUST,AVE,NA,22902,C,PFAUTZ,2016-11-28T17:23:30.000Z,50411,290018000,Office Building,1920,936,12,1
928,80348935,110,300,#,NA,AVON,ST,NA,22902,C,PFAUTZ,2016-11-28T17:23:30.000Z,50415,300032000,Industrial Engineering,1970,2273,12,1
960,7743766,600,H,#,E,WATER,ST,NA,22902,C,PFAUTZ,2016-11-28T17:23:30.000Z,50430,310038000,Multiple Commercial Use,1939,10838,15,2
536,787820115,200,401,#,NA,GARRETT,ST,NA,22902,R,PFAUTZ,2017-12-15T19:22:07.000Z,56569,170072000,Storage Warehouse,1970,4171,12,1
1239,121485309,1320,NA,NA,NA,AVON,ST,NA,22902,R,PFAUTZ,2016-06-14T18:30:45.000Z,49771,330269000,Commercial,1920,NA,NA,NA
1157,77735442,111,NA,NA,NA,MONTICELLO,AVE,NA,22902,R,NA,NA,1157,330209000,Office Building,1900,138,12,2
1205,695822450,107,6,APT,W,WATER,ST,NA,22902,R,emerickr,2014-10-16T20:05:42.000Z,1205,330243000,Office Building,1911,9786,12,3
1215,480215512,901,401,STE,NA,PRESTON,AVE,NA,22903,C,NA,NA,1215,330248000,Retail Store,1920,3300,12,3
1370,695822450,107,4,APT,W,WATER,ST,NA,22902,R,emerickr,2014-10-16T20:05:42.000Z,1370,350112000,Commercial,1920,NA,NA,NA
1371,695822450,107,5,APT,W,WATER,ST,NA,22902,R,emerickr,2014-10-16T20:05:42.000Z,1371,350114000,490 Land,1998,10000,12,1
1467,112884250,123,A,APT,NA,CLEVELAND,AVE,NA,22903,R,NA,NA,1467,40A013000,Office Building,1964,23581,12,2
1668,458515273,711,B,STE,NA,HENRY,AVE,NA,22903,R,NA,NA,1668,500035000,Office Building,1910,1209,10,1.5
1773,107173591,2421,C,APT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,1773,530045000,Hotel,1800,3900,12,2
1092,13933303,700,3C,UNIT,NA,WALKER,SQ,NA,22903,R,NA,NA,1092,330123000,Apartments 1-10 units,1915,4888,8,2.5
1093,13933303,700,3D,UNIT,NA,WALKER,SQ,NA,22903,R,NA,NA,1093,330130000,Apartments 1-10 units,1920,4093,8,2.5
1107,509715782,344,A,APT,NA,10TH,ST,NW,22903,R,NA,NA,1107,330176000,Office Building,1905,191,8,1
1111,146111670,1404,NA,NA,NA,RUGBY,RD,NA,22903,R,NA,NA,1111,330180000,Office Building,1898,112,8,1
1112,1629949,1946,NA,NA,NA,MICHAEL,PL,NA,22901,R,NA,NA,1112,330182000,Office Building,1890,2152,12,2
1113,1699963,1948,NA,NA,NA,MICHAEL,PL,NA,22901,R,NA,NA,1113,330183000,Office Building,1913,4994,10,2
1114,20910030,2205,NA,NA,NA,BRANDYWINE,DR,NA,22901,R,NA,NA,1114,330184000,Office,1895,10638,40,1
1117,263719586,1103,NA,NA,NA,ST CHARLES,CT,NA,22901,R,NA,NA,1117,330190000,Office Building,1923,8463,10,3
1118,127626065,1605,NA,NA,NA,6TH,ST,SE,22902,R,NA,NA,1118,330190000,Office Building,1923,4980,10,2
1119,113594345,1120,NA,NA,NA,AVON,ST,NA,22902,R,NA,NA,1119,330190000,Office Building,1923,2662,10,1
1120,113754409,1201,NA,NA,NA,AVON,ST,NA,22902,R,NA,NA,1120,330194000,Rooming House,NA,3840,9,2
1121,7595599,1022,NA,NA,NA,GROVE,ST,NA,22903,R,NA,NA,1121,330196000,"Library, Public",1906,14909,20,1
1122,463715405,1951,NA,NA,NA,THOMSON,RD,NA,22903,R,NA,NA,1122,330197000,Church,1925,3165,30,1
1123,464315418,1947,NA,NA,NA,THOMSON,RD,NA,22903,R,NA,NA,1123,330197000,Church,1925,3390,12,1
1124,582516608,809,NA,NA,NA,PAGE,ST,NA,22903,R,NA,NA,1124,330198000,Office Building,1870,2012,12,2
1125,583216574,701,NA,NA,NA,ANDERSON,ST,NA,22903,R,NA,NA,1125,330198000,Office Building,1870,589,12,1
1126,558316314,803,NA,NA,NA,ANDERSON,ST,NA,22903,R,NA,NA,1126,330199000,Office Building,1920,3218,16,1
1127,562816316,720,NA,NA,NA,WEST,ST,NA,22903,R,NA,NA,1127,330199000,Office Building,1920,1170,12,1
1137,219712684,1407,NA,NA,NA,RUTLEDGE,AVE,NA,22903,R,NA,NA,1137,330200180,Office Building,1987,2447,12,1
1138,220012666,1117,NA,NA,NA,SHERWOOD,RD,NA,22903,R,NA,NA,1138,330200200,Office Building,1987,1114,12,1
1139,86921515,212,NA,NA,NA,SHAMROCK,RD,NA,22903,R,NA,NA,1139,330200201,Office Building,1987,1040,12,1
1140,7284376,304,NA,NA,NA,7TH,ST,SW,22903,R,NA,NA,1140,330200300,Office Building,1987,1141,12,1
1141,110083793,706,NA,NA,NA,CASTALIA,ST,NA,22902,R,NA,NA,1141,330200380,Office Building,1987,905,12,1
1142,13933199,735,3C,UNIT,NA,WALKER,SQ,NA,22903,R,NA,NA,1142,330200400,Office Building,1987,1195,12,1
1146,108843671,702,NA,NA,NA,CASTALIA,ST,NA,22902,R,NA,NA,1146,330200700,Office Building,1987,1313,12,1
1147,128496057,947,NA,NA,NA,RIVES,ST,NA,22902,R,NA,NA,1147,330200800,Office Building,1987,1288,12,1
1148,124911385,1603,NA,NA,NA,CONCORD,DR,NA,22901,R,NA,NA,1148,330200900,Office Building,1987,4761,12,1
1149,128311414,1443,NA,NA,NA,GROVE,RD,NA,22901,R,NA,NA,1149,330204000,Office Building,1920,1930,20,1
1150,132011459,1434,NA,NA,NA,GROVE,RD,NA,22901,R,NA,NA,1150,330204000,Office Building,1920,7686,12,2
1151,132111467,1502,NA,NA,NA,GROVE,RD,NA,22901,R,NA,NA,1151,330204000,Office Building,1920,4671,12,3
1152,133911489,1500,NA,NA,NA,GROVE,RD,NA,22901,R,NA,NA,1152,330205L00,Office Building,1998,42878,12,3
1155,97649665,134,NA,NA,NA,LEAKE,LN,NA,22902,NA,NA,NA,1155,330208000,Office Building,1900,153,12,1
1156,91261795,704,NA,NA,NA,HINTON,AVE,NA,22902,R,NA,NA,1156,330209000,Office Building,1900,2236,12,1
1161,382614441,508,NA,NA,NA,16TH,ST,NW,22903,R,NA,NA,1161,330214000,Office Building,1900,2476,12,2
1164,438515108,500,NA,NA,NA,12TH,ST,NW,22903,R,NA,NA,1164,330215000,Office Building,1920,2338,10,2
1165,587316595,836,NA,NA,NA,PAGE,ST,NA,22903,R,NA,NA,1165,330215000,Office Building,1920,217,10,1
1167,113414373,1608,NA,NA,NA,TRAILRIDGE,RD,NA,22903,R,NA,NA,1167,330216000,Office Building,1860,1800,12,1
1168,272113309,1500,NA,NA,NA,WESTWOOD,RD,NA,22903,R,NA,NA,1168,330216000,Office Building,1860,5382,12,3
1352,66010654,1643,NA,NA,NA,KEITH VALLEY,RD,NA,22901,R,NA,NA,1352,350069000,Office Building,1953,4866,12,1
1353,66310621,1708,NA,NA,NA,KING MOUNTAIN,RD,NA,22901,R,NA,NA,1353,350069000,Office Building,1953,2553,12,1
1363,1463519685,2308,A,APT,NA,FONTAINE,AVE,NA,22903,R,NA,NA,1363,350105000,Office Building,1930,536,12,1
1364,1463519685,2308,B,APT,NA,FONTAINE,AVE,NA,22903,R,NA,NA,1364,350105000,Office Building,1930,815,12,1
1365,13933192,801,2A,UNIT,NA,WALKER,SQ,NA,22903,R,NA,NA,1365,350107000,Apartments 1-10 units,1925,988,12,1
1366,13933192,801,3A,UNIT,NA,WALKER,SQ,NA,22903,R,NA,NA,1366,350108000,Multiple Commercial Use,1978,4000,12,1
1367,13933192,801,4A,UNIT,NA,WALKER,SQ,NA,22903,R,NA,NA,1367,350109000,Industrial Light Manufacturing,1953,720,12,1
1382,436215113,631,NA,NA,NA,BOOKER,ST,NA,22903,R,NA,NA,1382,350122000,Mortuary,1965,1247,12,1
1383,45267862,1209,NA,NA,NA,RIVER VISTA,AVE,NA,22901,R,NA,NA,1383,350125000,Office Building,1988,3700,12,1
1384,126795960,1601,NA,NA,NA,6TH,ST,SE,22902,R,NA,NA,1384,350125000,Office Building,1988,1664,12,1
1406,557416253,728,NA,NA,NA,WEST,ST,NA,22903,R,NA,NA,1406,360075100,Medical Office,1989,944,12,1
1407,1395516322,925,NA,NA,NA,PAGE,ST,NA,22903,R,NA,NA,1407,360075101,Medical Office,1989,203,12,1
1408,562616313,814,NA,NA,NA,ANDERSON,ST,NA,22903,R,NA,NA,1408,360075200,Medical Office,1989,1922,12,1
1409,125555778,1510,NA,NA,NA,EARLY,ST,NA,22902,R,NA,NA,1409,360075300,Medical Office,1989,635,12,1
1410,125675800,1406,NA,NA,NA,RIALTO,ST,NA,22902,R,NA,NA,1410,360075400,Medical Office,1989,1427,12,1
1872,549016079,224,508,#,NA,14TH,ST,NW,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50688,530100000,Multiple Commercial Use,1897,29210,12,2
1874,8020992,1821,6,#,NA,JEFFERSON PARK,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50689,530100000,Multiple Commercial Use,1897,13698,12,1
1926,605316778,415,2,#,NA,2ND,ST,NE,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50692,530155LA0,Office Building,1964,3494,10,1
1927,605316778,415,3,#,NA,2ND,ST,NE,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50693,530155LB0,Office Building,1964,500,10,1
1929,82018977,1118,21,#,E,MARKET,ST,NA,22902,NA,PFAUTZ,2016-11-28T17:23:02.000Z,50694,530155LD0,Office Building,1964,1450,12,1
1933,70110677,2118,5,#,NA,ANGUS,RD,NA,22901,R,PFAUTZ,2016-11-28T17:23:02.000Z,50697,530160000,Office Building,1990,42404,12,4
1937,376214392,1500,1,#,NA,GRADY,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50701,530162200,Office Building,1992,85000,12,4
1938,376214392,1500,11,#,NA,GRADY,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50702,530169000,Multiple Commercial Use,1964,2757,12,1
1940,357814149,726,A,#,NA,MADISON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50703,530172000,Office Building,1960,855,12,1
1331,7979930,1800,89,UNIT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,1331,350046000,Office Building,1950,480,10,1
1339,7881935,1800,1007,UNIT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,1339,350058000,Industrial Engineering,1979,4816,12,1
1340,7881935,1800,1008,UNIT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,1340,350063000,Office Building,1951,2650,10,1
1342,7881935,1800,1012,UNIT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,1342,350063000,Office Building,1951,2650,10,1
1614,7671786,1800,39,UNIT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,1614,490085000,Neighborhood Shopping Ctr.,1996,6625,20,1
1759,68973283,123,NA,NA,E,MAIN,ST,NA,22902,NA,NA,NA,1759,530036000,Office Building,1900,1818,12,2
1828,7881935,1800,506,UNIT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,1828,530075000,Restaurant,1920,2172,12,2
1829,7881935,1800,507,UNIT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,1829,530075000,Restaurant,1920,420,12,1
1831,7881935,1800,907,UNIT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,1831,530077A00,Office Building,1920,5744,10,2
1832,7881935,1800,709,UNIT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,1832,530077B00,Office Building,1920,4910,10,1
1833,7881935,1800,710,UNIT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,1833,530077C00,Office Building,1920,4436,12,1
1868,7671708,1800,20,UNIT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,1868,530097000,Office Building,1920,15102,10,3
1869,7671708,1800,21,UNIT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,1869,530098000,Office Building,1900,754,12,1
1902,438615158,629,B,APT,NA,BOOKER,ST,NA,22903,R,NA,NA,1902,530119000,Office Building,1920,214,12,1
1949,1219918133,1049,NA,NA,NA,5TH,ST,SW,22903,R,emerickr,2014-10-31T14:05:14.000Z,1949,530180000,Office Building,1962,358,8,1
1997,7881935,1800,906,UNIT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,1997,530267000,Office Building,1925,1148,10,1
1998,7881935,1800,712,UNIT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,1998,530268000,Office Building,1923,1304,10,1.5
1133,703321645,225,A,#,E,MAIN,ST,NA,22902,NA,PFAUTZ,2016-11-28T17:23:23.000Z,50483,330200140,Office Building,1987,2228,12,1
1136,116785126,1400,24,#,NA,MONTICELLO,RD,NA,22902,R,PFAUTZ,2016-11-28T17:23:24.000Z,50485,330200170,Office Building,1987,2601,12,1
1351,68973283,123,1,#,E,MAIN,ST,NA,22902,NA,PFAUTZ,2016-11-28T17:23:23.000Z,50556,350067100,Restaurant,1967,1394,12,1
1469,6827176,429,1B,#,NA,MONROE,LN,NA,22903,R,PFAUTZ,2016-11-28T17:23:26.000Z,50585,40A015000,Hotel Limited Service,NA,NA,NA,NA
1797,82579002,106,A3,#,NA,GOODMAN,ST,NA,22902,C,PFAUTZ,2016-11-28T17:23:27.000Z,50659,530058000,Retail Store,1934,2120,10,2
1866,179812130,1932,121,#,NA,ARLINGTON,BLVD,NA,22903,C,PFAUTZ,2016-11-28T17:23:26.000Z,50684,530096301,Office,1926,4621,10,1
1870,179812130,1932,223,#,NA,ARLINGTON,BLVD,NA,22903,C,PFAUTZ,2016-11-28T17:23:26.000Z,50686,530099000,Office Building,1825,3828,8,2
1871,179812130,1932,5A,#,NA,ARLINGTON,BLVD,NA,22903,C,PFAUTZ,2016-11-28T17:23:26.000Z,50687,530099000,Office Building,1825,108,8,1
1923,38217174,2115,D,#,NA,HYDRAULIC,RD,NA,22901,C,PFAUTZ,2016-11-28T17:23:26.000Z,50691,530155000,Office Building,1964,23634,10,2
1935,70910707,2114,228,#,NA,ANGUS,RD,NA,22901,C,PFAUTZ,2016-11-28T17:23:26.000Z,50699,530162100,Office Building,1890,5368,14,2
1936,70910707,2114,230,#,NA,ANGUS,RD,NA,22901,C,PFAUTZ,2016-11-28T17:23:26.000Z,50700,530162100,Office Building,1890,10156,14,1
1994,182712163,1924,208,#,NA,ARLINGTON,BLVD,NA,22903,C,PFAUTZ,2016-11-28T17:23:26.000Z,50715,530264000,Office Building,1918,126,10,1
1023,497417425,301,3038,APT,NA,15TH,ST,NW,22903,R,NA,NA,1023,320161000,Office Building,1940,1346,12,2
1024,497417425,301,4046,APT,NA,15TH,ST,NW,22903,R,NA,NA,1024,320161000,Office Building,1940,351,12,1
1025,497417425,301,5005,APT,NA,15TH,ST,NW,22903,R,NA,NA,1025,320162000,Restaurant,1920,1848,12,1
1026,497417425,301,5006,APT,NA,15TH,ST,NW,22903,R,NA,NA,1026,320162000,Restaurant,1920,1848,12,1
1027,497417425,301,5014,APT,NA,15TH,ST,NW,22903,R,NA,NA,1027,320163000,Restaurant,1920,1840,12,2
1091,13933199,725,4B,UNIT,NA,WALKER,SQ,NA,22903,R,NA,NA,1091,330116000,Apartments over 20 units,1929,34190,8,5
1180,83631295,1904,4,APT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,1180,330223000,Office Building,1920,2032,8,1
1216,7499535,209,B,APT,NA,VALLEY,RD,NA,22903,R,NA,NA,1216,330248000,Retail Store,1920,1650,12,1
1291,83631295,1904,2,APT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,1291,340088000,Office Building,1950,4846,12,1
1292,83631295,1904,3,APT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,1292,340088000,Office Building,1950,12826,12,1
1459,497417425,301,2040,APT,NA,15TH,ST,NW,22903,R,NA,NA,1459,40A004000,Office Building,1962,7800,12,1.5
1153,297213680,2021,C10,APT,NA,IVY,RD,NA,22903,R,NA,NA,1153,330207000,Bank,1984,4082,12,2
1186,593716648,11,54,APT,NA,ALTAMONT,CIR,NA,22902,R,NA,NA,1186,330229000,Retail Store,1920,2324,12,1
1202,290313519,1129,6B,APT,NA,PRESTON,AVE,NA,22903,R,emerickr,2014-12-02T15:04:37.000Z,1202,330240100,Retail Store,1985,200,10,1
