objectid,lat,lon,bin,st_number,st_unit,unit_type,predir,st_name,suffix,postdir,zip,use_type,last_edited_user,last_edited_date,master_address_id,parcel_number,use_code,style,grade,ext_walls,roof,flooring,bsmt_type,heating,fireplace,year_built,no_of_stories,total_rooms,bedrooms,half_bathrooms,full_bathrooms,basement_garage,sq_footage_finished_living,basement,finished_basement
7986,38.05421462854944,-78.49268477207099,128911436,2010,NA,NA,NA,MEADOWBROOK,RD,NA,22903,R,NA,NA,7986,40B018000,Duplex,1 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1963,1,9,5,0,2,0,1544,494,NA
7989,38.021742050601496,-78.51777214980274,108443582,2414,A,APT,NA,SUNSET,RD,NA,22903,R,NA,NA,7989,40B021000,Single Family,1 Sty (Avg),C +,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1960,1,6,3,0,2,0,1470,1470,771
7635,38.02130085940893,-78.52312864460397,109743874,254,B,#,NA,STRIBLING,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:22:55Z,52033,370085440,Duplex,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,2,1966,2,12,6,2,2,0,2471,1220,NA
7638,38.01816724068913,-78.476510855661,123225546,1007,B,#,NA,ALTAVISTA,AVE,NA,22902,R,PFAUTZ,2016-11-28T17:22:55Z,52034,370085470,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,1,1961,1,9,4,0,3,0,1997,1399,692
7658,38.048211161134994,-78.49905031184583,180912162,1852,COTT,#,NA,WESTVIEW,RD,NA,22903,R,PFAUTZ,2016-11-28T17:22:55Z,52036,37008560A,Single Family,2 Story,C,Wood,Shingles,Tile,Partial Basement,Forced Air,0,1971,2,6,3,2,1,0,1708,314,NA
7659,38.03977351664206,-78.5122722344635,400014645,142,A,#,NA,BOLLINGWOOD,RD,NA,22903,R,PFAUTZ,2016-11-28T17:22:55Z,52037,370085610,Single Family,2 Story,C,Wood,Shingles,Tile,No Basement,Forced Air,0,1971,2,7,3,2,2,0,2392,0,0
7684,38.03613987415224,-78.49624565568985,518216004,1120,A,#,NA,JOHN,ST,NA,22903,R,PFAUTZ,2016-11-28T17:22:55Z,52040,370086200,Duplex,2 Story,C,Brick Veneer,Metal,None,No Basement,Forced Air,0,1980,2,8,4,0,2,0,1800,0,0
7685,38.036352245413525,-78.49608674741602,518215917,1116,C,#,NA,JOHN,ST,NA,22903,R,PFAUTZ,2016-11-28T17:22:55Z,52041,370086300,Duplex,2 Story,C,Brick Veneer,Metal,None,No Basement,Forced Air,0,1980,2,8,4,0,2,0,1800,0,0
7686,38.03613987415224,-78.49624565568985,518216004,1120,E,#,NA,JOHN,ST,NA,22903,R,PFAUTZ,2016-11-28T17:22:55Z,52042,370086400,Duplex,2 Story,C,Brick Veneer,Metal,None,No Basement,Forced Air,0,1980,2,8,4,0,2,0,1800,0,0
7660,38.043035055866504,-78.50310652450672,299113594,32,204,#,NA,UNIVERSITY,CIR,NA,22903,R,PFAUTZ,2016-11-28T17:22:55Z,52038,37008561A,Single Family,2 Story,C,Wood,Shingles,Tile,No Basement,Forced Air,0,1971,2,6,3,1,2,0,1708,0,0
7698,38.03028941412373,-78.50932297480178,7138296,210,2,#,NA,MONTEBELLO,CIR,NA,22903,R,PFAUTZ,2016-11-28T17:22:55Z,52043,380006100,Duplex,2 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,0,1950,2,8,4,0,2,0,1944,972,0
7683,38.027657605436595,-78.50419468189709,82161132,123,B,#,NA,NORTH BAKER,ST,NA,22903,R,PFAUTZ,2016-11-28T17:22:55Z,52039,370086100,Duplex,2 Story,C,Brick Veneer,Metal,None,No Basement,Forced Air,0,1980,2,8,4,0,2,0,1800,0,0
7717,-90,-152.64427050222758,83619116,1132,2,#,E,MARKET,ST,NA,22902,NA,PFAUTZ,2016-11-28T17:22:55Z,52044,380024000,Single Family,1.5 Story,B,Asbestos,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1946,1.5,5,2,0,2,1,1416,944,0
7718,-90,-152.64427050222758,83619116,1132,3,#,E,MARKET,ST,NA,22902,NA,PFAUTZ,2016-11-28T17:22:55Z,52045,380025000,Single Family,1 Story,B,Wood,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1946,1,8,3,1,2,0,1519,975,325
7719,38.035520197548024,-78.49898969678118,543416184,217,B,#,NA,14TH,ST,NW,22903,R,PFAUTZ,2016-11-28T17:22:55Z,52046,380026000,Single Family,1 Story,B,Asbestos,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1946,1,8,4,0,3,0,1359,1128,720
7723,38.03996511590518,-78.49732088978924,390514547,512,1,#,NA,15TH,ST,NW,22903,R,PFAUTZ,2016-11-28T17:22:55Z,52047,380030000,Single Family,1 Story,B +,Brick Veneer,Shingles,Hardwood,Full Basement,Heat Pump,1,1954,1,10,4,NA,2,0,1219,1219,914
7725,38.046065363632536,-78.49703900627344,222712714,910,B,#,NA,COTTAGE,LN,NA,22903,R,PFAUTZ,2016-11-28T17:22:55Z,52049,380033000,Single Family,2 Story,B,Wood,Shingles,Hardwood,Partial Basement,Forced Air,1,1953,2,7,3,0,2,0,1898,273,273
7724,38.03996511590518,-78.49732088978924,390514547,512,2,#,NA,15TH,ST,NW,22903,R,PFAUTZ,2016-11-28T17:22:55Z,52048,380031000,Single Family,1 Story,C,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1953,1,6,3,0,2,0,1482,804,NA
7734,38.029442637862935,-78.51203834740258,7585608,112,B,#,NA,DUNOVA,CT,NA,22903,R,PFAUTZ,2016-11-28T17:22:55Z,52051,380042000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1953,2,8,3,0,2,0,1871,877,637
7733,38.060001819936424,-78.49573673199986,70110677,2118,7,#,NA,ANGUS,RD,NA,22901,R,PFAUTZ,2016-11-28T17:22:55Z,52050,380041000,Single Family,Split-Level,C,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,0,1953,1,7,3,1,1,1,1131,606,300
7736,38.041121994966616,-78.4970484619864,343514151,604,C,#,NA,CABELL,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:22:55Z,52053,380044000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1953,1.5,8,3,0,2,1,1777,993,0
7745,38.05927223889769,-78.4881166788829,74110793,2021,A,#,NA,MICHIE,DR,NA,22901,R,PFAUTZ,2016-11-28T17:22:55Z,52055,380052000,Single Family,1 Story,B,Wood,Shingles,Hardwood,Partial Basement,Forced Air,0,1951,1,7,2,0,1,0,773,386,0
7735,38.03065793504861,-78.50377204873833,7004241,436,2,#,NA,BRANDON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:22:55Z,52052,380043000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Heat Pump,1,1953,1.5,6,3,0,3,1,2121,1414,0
7749,38.0280919747712,-78.50410835864604,8007978,127,A,#,NA,NORTH BAKER,ST,NA,22903,R,PFAUTZ,2016-11-28T17:22:55Z,52057,380056000,Single Family,2 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,2,1953,2,7,3,0,2,0,1892,946,100
7748,38.026293852473444,-78.51309227090537,878619686,2006,3,#,NA,JEFFERSON PARK,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:22:55Z,52056,380055000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1946,1.75,7,2,0,1,1,1553,773,387
7752,38.027749514443435,-78.51987791437534,819017184,115,3,#,NA,APPLE TREE,RD,NA,22903,R,PFAUTZ,2016-11-28T17:22:55Z,52058,380058000,Single Family,2 Story,B,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1931,2,9,4,1,4,0,2367,926,463
7877,38.04195261105248,-78.49686550395434,336913983,630,7,#,NA,CABELL,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:22:55Z,52061,390017000,Single Family,2 Story,A,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1940,2,7,3,1,2,1,2098,1049,NA
7878,38.04195261105248,-78.49686550395434,336913983,630,8,#,NA,CABELL,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:22:55Z,52062,390018000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,2,1955,1,9,4,0,3,0,2216,1783,1132
7882,38.0381024641879,-78.48210627345189,472515482,920,A,#,NA,HARRIS,ST,NA,22902,C,PFAUTZ,2016-11-28T17:22:56Z,52066,390021000,Single Family,2 Story,A,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,2,1940,2,2,4,1,3,0,2432,621,314
7883,38.025142601557654,-78.49962489864193,92601946,1112,B,#,NA,FOREST HILLS,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:22:55Z,52067,390022000,Single Family,1.5 Story,A,Brick Veneer,Slate,Hardwood,Partial Basement,Hot Water Radiator,2,1935,1.6,15,6,1,4,2,4382,1479,394
7903,38.014969152293375,-78.47015133578863,1327319788,1013,L,#,NA,LINDEN,AVE,NA,22902,R,PFAUTZ,2016-11-28T17:22:55Z,52072,390038100,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,3,1973,1,9,4,1,4,0,2823,2154,808
7904,38.014969152293375,-78.47015133578863,1327319788,1013,M,#,NA,LINDEN,AVE,NA,22902,R,PFAUTZ,2016-11-28T17:22:55Z,52073,390039000,Single Family,2 Story,A,Wood Shingle,Shingles,Hardwood,Full Basement,Forced Air,3,1999,2,15,5,1,4,1,4076,1850,1000
7888,38.02967221600107,-78.50849668527088,7303460,1712,11,#,NA,JEFFERSON PARK,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:22:55Z,52068,390025000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,3,1936,1.5,8,4,0,4,1,3822,1807,0
7905,38.014969152293375,-78.47015133578863,1327319788,1013,N,#,NA,LINDEN,AVE,NA,22902,R,PFAUTZ,2016-11-28T17:22:55Z,52074,390040000,Single Family,2 Story,A,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,4,1930,2,8,4,1,4,0,3276,878,870
7906,38.04072284820579,-78.4781483057825,364914263,1710,33,#,NA,ALLIED,ST,NA,22903,C,PFAUTZ,2016-11-28T17:22:56Z,52075,390041000,Single Family,2 Story,A,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,3,1925,2,10,5,0,4,0,2825,1065,0
7927,-90,-152.64427050222758,969117256,1512,102,#,E,MARKET,ST,NA,22902,NA,PFAUTZ,2016-11-28T17:22:55Z,52076,400006100,Single Family,1 Story,B,Wood,Shingles,Hardwood,Partial Basement,Forced Air,1,1953,1,9,3,0,2,0,2113,528,500
7930,38.029527179468936,-78.51024795003185,7450516,300,8,#,NA,MONTEBELLO,CIR,NA,22903,R,PFAUTZ,2016-11-28T17:22:55Z,52077,400007200,Single Family,1.5 Story,A,Hardy Board,Shingles,Hardwood,Full Basement,Heat Pump,2,2015,1.9,13,5,0,5,2,3619,1810,1358
7932,38.042734557045435,-78.4948255755128,332913755,828,C,#,NA,CABELL,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:22:55Z,52078,400008100,Single Family,2 Story,A,Aluminum,Shingles,W/W Carpet,Partial Basement,Heat Pump,2,1993,2,9,4,1,3,1,3323,1100,0
7974,-90,-152.64427050222758,64898408,1101,A,#,E,HIGH,ST,NA,22902,C,PFAUTZ,2016-11-28T17:22:56Z,52081,40B006400,Duplex,2 Sty Attached,C,Wood,Shingles,Hardwood,No Basement,Heat Pump,0,1969,2,12,6,2,2,0,2754,NA,NA
7978,38.0271302248805,-78.51055546929395,82521281,102,2,#,NA,SHAMROCK,RD,NA,22903,R,PFAUTZ,2016-11-28T17:22:55Z,52082,40B010000,Single Family,1 Sty (Avg),C +,Brick Veneer,Shingles,Hardwood,Full Basement,Heat Pump,1,1963,1,6,3,NA,2,0,1588,1588,NA
7992,38.04072284820579,-78.4781483057825,364914263,1710,32,#,NA,ALLIED,ST,NA,22903,C,PFAUTZ,2016-11-28T17:22:56Z,52085,40B024000,Duplex,1 Sty (Avg),C +,Brick Veneer,Shingles,Hardwood,Full Basement,Heat Pump,1,1961,1,7,3,0,2,0,1344,1344,678
7991,38.0221044808686,-78.51771325829253,107053406,2410,B,#,NA,SUNSET,RD,NA,22903,R,PFAUTZ,2016-11-28T17:22:55Z,52084,40B023000,Single Family-1 Conversion,1 Sty (Avg),C +,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1960,1,6,3,0,2,0,1488,1488,754
7987,38.04072284820579,-78.4781483057825,364914263,1710,21,#,NA,ALLIED,ST,NA,22903,C,PFAUTZ,2016-11-28T17:22:56Z,52083,40B019000,Single Family,Split-Foyer (Avg),C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1964,1,7,4,0,2,0,1144,1144,717
7997,38.047700426693055,-78.49410705408832,191112293,110,B,#,NA,HOWARD,DR,NA,22903,R,PFAUTZ,2016-11-28T17:22:55Z,52087,40B029000,Single Family-1 Conversion,1 Sty (Avg),C +,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1962,1,9,4,0,3,0,1350,1350,982
7993,38.04247334075367,-78.48421904090058,325613854,1500,4,#,NA,AMHERST,ST,NA,22903,C,PFAUTZ,2016-11-28T17:22:56Z,52086,40B025000,Single Family,1 Sty (Avg),C +,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1961,1,6,3,1,1,0,1344,1344,NA
7872,38.02036194572344,-78.50881496810015,1454317372,614,NA,NA,NA,RAINIER,RD,NA,22903,R,NA,NA,7872,390014000,Single Family,2 Story,A,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,1,1930,2,9,4,1,3,0,2814,1224,958
7999,-90,-152.64427050222758,81879010,1110,12I,#,E,MARKET,ST,NA,22902,C,PFAUTZ,2016-11-28T17:22:56Z,52088,40B031000,Single Family,Split-Level,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,1,1960,1,6,3,1,1,1,1400,1400,400
7059,38.024628549946925,-78.45531895334965,95179547,315,B,APT,NA,RIVERSIDE,AVE,NA,22902,R,NA,NA,7059,330106000,Single Family,2 Story,A,Brick Veneer,Metal,Hardwood,Full Basement,Hot Water Radiator,2,1920,2,8,4,1,3,0,2500,1250,0
7079,38.02233820146924,-78.47005742833423,106373334,302,B,APT,NA,CARLTON,RD,NA,22902,R,NA,NA,7079,330128000,Single Family-3 Conversion,2 Story,A,Concrete Block,Shingles,Hardwood,Full Basement,Hot Water Radiator,0,1920,2,10,6,0,4,0,2048,1024,1024
7061,38.024255393167905,-78.4555720786526,96929621,311,A,APT,NA,RIVERSIDE,AVE,NA,22902,R,NA,NA,7061,330108000,Single Family,2 Story,B,Stucco,Shingles,Other,Cellar,Hot Water Radiator,1,1910,2,5,2,0,2,0,1207,580,NA
7873,38.01368547499439,-78.51441506179133,136147080,240,NA,NA,NA,MONTE VISTA,AVE,NA,22903,R,NA,NA,7873,390014100,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,2,1957,1,7,3,0,4,0,2678,1786,895
7874,38.01355666643464,-78.51443330200408,136347103,242,NA,NA,NA,MONTE VISTA,AVE,NA,22903,R,NA,NA,7874,390015000,Single Family,2 Story,A,Brick Veneer,Slate,Hardwood,Partial Basement,Hot Water Radiator,1,1933,2,11,5,1,4,0,3427,850,616
7885,38.01751621618275,-78.51644875248597,126105856,2652,NA,NA,NA,JEFFERSON PARK,CIR,NA,22903,R,NA,NA,7885,390023100,Single Family,2 Story,A,Wood,Shingles,W/W Carpet,Full Basement,Heat Pump,1,1978,2,8,3,1,3,2,2405,1363,481
7884,38.017193695467235,-78.51686779378873,126995936,2642,NA,NA,NA,JEFFERSON PARK,CIR,NA,22903,R,NA,NA,7884,390023000,Single Family,2 Story,A,Brick Veneer,Slate,Hardwood,Cellar,Hot Water Radiator,3,1921,2,14,4,1,4,0,4883,254,0
7915,38.02544699749534,-78.47857085305048,91541806,515,NA,NA,NA,AVON,ST,NA,22902,R,NA,NA,7915,390050000,Single Family,2 Story,A,Wood,Shingles,Hardwood,Full Basement,Forced Air,4,1956,2,9,6,1,4,2,3264,1623,1374
7914,38.032081877553644,-78.47960394159597,652683,233,NA,NA,E,JEFFERSON,ST,NA,22902,NA,NA,NA,7914,390049000,Single Family,1.5 Story,A,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,2,1952,1.5,10,5,2,2,1,4464,1160,NA
7900,38.05054686105417,-78.50749217136331,150611772,2401,35,APT,NA,ARLINGTON,BLVD,NA,22903,R,NA,NA,7900,390038000,Single Family,1 Story,B +,Stucco,Architectural Shingles,Cement,No Basement,Heat Pump,NA,1950,1,3,1,NA,1,NA,814,NA,NA
7916,38.02369854105919,-78.50082867174972,99352535,1433,NA,NA,NA,BRIARCLIFF,AVE,NA,22903,R,NA,NA,7916,390051000,Single Family,2 Story,A,Brick Veneer,Slate,Hardwood,Full Basement,Hot Water Radiator,2,1941,2,8,4,0,4,1,3448,1708,332
7901,38.05054686105417,-78.50749217136331,150611772,2401,36,APT,NA,ARLINGTON,BLVD,NA,22903,R,NA,NA,7901,390038000,Single Family,Ranch,B +,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7917,38.020901604295446,-78.498047693542,112454139,818,NA,NA,NA,ORANGEDALE,AVE,NA,22903,R,NA,NA,7917,390052000,Single Family,2 Story,A,Wood,Shingles,Hardwood,Full Basement,Hot Water Radiator,2,1931,2,15,5,2,4,1,5796,3592,2371
7919,38.01221948345642,-78.51083784617575,137787273,300,NA,NA,NA,CAMELLIA,DR,NA,22903,R,NA,NA,7919,390053000,Single Family,2 Story,A,Stucco,Slate,Hardwood,Partial Basement,Hot Water Radiator,1,1942,2,8,4,1,4,0,4568,387,NA
7920,38.01233578404382,-78.51090278789431,137617258,218,NA,NA,NA,CAMELLIA,DR,NA,22903,R,NA,NA,7920,390053100,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
7918,38.022445939886886,-78.48031692200311,105573241,904,NA,NA,NA,AVON,ST,NA,22902,R,NA,NA,7918,390052100,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
7921,38.01241328303488,-78.50969469860765,137337250,115,NA,NA,NA,SHASTA,CT,NA,22903,R,NA,NA,7921,400002100,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
7922,38.01285566356775,-78.51165206281698,137067195,211,NA,NA,NA,CAMELLIA,DR,NA,22903,R,NA,NA,7922,400002300,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
7925,38.01734095447491,-78.51724438502272,125835901,2636,NA,NA,NA,JEFFERSON PARK,CIR,NA,22903,R,NA,NA,7925,400005100,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,2,1958,1,7,3,0,3,0,1456,561,440
7926,38.01733954399846,-78.51700444019208,126295891,2638,NA,NA,NA,JEFFERSON PARK,CIR,NA,22903,R,NA,NA,7926,400006000,Single Family,Contemporary,A -,Wood,Architectural Shingles,Soapstone,Partial Basement,Hot Water Radiator,1,1950,1,10,3,1,2,0,3074,1412,564
7935,38.06382345617991,-78.49620159737728,30610163,2304,NA,NA,NA,SHELBY,DR,NA,22901,R,NA,NA,7935,400009100,Single Family,1.5 Story,A,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1956,1.5,7,3,1,3,1,2471,1624,1201
7928,38.03842851204689,-78.48830789684705,447815192,628,NA,NA,NA,BOOKER,ST,NA,22903,R,NA,NA,7928,400007000,Single Family,2 Story,A,Clapboard,Metal,Hardwood,Partial Basement,Heat Pump,1,1940,2,9,5,1,4,0,4367,650,300
7936,38.06305516930942,-78.49510540313803,38810263,2208,NA,NA,NA,SHELBY,DR,NA,22901,R,NA,NA,7936,400009200,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1956,1,6,3,0,2,0,1345,1345,1027
7939,38.061366618639354,-78.47662178325707,57110508,98,NA,NA,NA,MEADOWBROOK,CT,NA,22901,R,NA,NA,7939,400011000,Single Family-1 Conversion,1 Story,A,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,2,1960,1,12,4,2,3,0,2080,2080,1560
7938,38.04147846037931,-78.5003239412512,352214141,510,NA,NA,NA,RUGBY,RD,NA,22903,R,NA,NA,7938,400010000,Single Family,2 Story,A,Brick Veneer,Slate,Hardwood,Full Basement,Hot Water Radiator,3,1950,2,10,4,1,3,1,3653,1647,783
7937,38.06278895426451,-78.4936499874389,42710314,1914,NA,NA,NA,SWANSON,DR,NA,22901,R,NA,NA,7937,400009300,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,2,1957,2,8,3,1,2,0,2110,882,446
7941,38.02259921077403,-78.49105734147969,105013172,772,NA,NA,NA,RIDGE,ST,NA,22902,R,NA,NA,7941,400012000,Single Family,1 Story,B,Brick Veneer,Shingles,None,No Basement,Forced Air,0,1945,1,2,0,0,1,0,402,NA,NA
7942,38.02243985594133,-78.49160735557838,105143245,803,NA,NA,NA,RIDGE,ST,NA,22902,R,NA,NA,7942,400013000,Single Family,2 Story,A,Brick Veneer,Slate,Hardwood,Partial Basement,Hot Water Radiator,3,1950,2,8,5,2,5,0,3385,1652,680
7943,38.02226122495195,-78.48882329048797,106313339,204,NA,NA,NA,LANKFORD,AVE,NA,22902,R,NA,NA,7943,400013100,Single Family,1 Story,A,Wood,Shingles,Hardwood,Partial Basement,Forced Air,2,1981,1,7,3,1,3,0,3085,1048,308
7945,38.04189103262744,-78.49558973007065,325313977,769,NA,NA,NA,MADISON,AVE,NA,22903,R,NA,NA,7945,400015000,Single Family-1 Conversion,1 Story,A,Brick Veneer,Shingles,Tile,Partial Basement,Radiant,1,1948,1,10,4,1,3,0,2665,1096,604
7944,38.017429302749356,-78.5124214375623,141255898,2620,NA,NA,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,7944,400014000,Single Family,2 Story,A,Brick Veneer,Slate,Hardwood,Full Basement,Heat Pump,3,1946,2,9,4,1,4,0,3314,1934,837
7946,38.0417875185163,-78.49514608662791,325313945,733,NA,NA,NA,MADISON,AVE,NA,22903,R,NA,NA,7946,400016000,Single Family-1 Conversion,1 Story,A,Brick Veneer,Copper,Hardwood,Partial Basement,Forced Air,1,1951,1,10,4,1,3,0,4088,1515,NA
7947,38.02330436224185,-78.50348552649456,101052725,1512,NA,NA,NA,TRAILRIDGE,RD,NA,22903,R,NA,NA,7947,400017000,Single Family,1 Story,A,Brick Veneer,Rubber,Cement,No Basement,Radiant,2,1952,1,9,3,1,2,0,2920,NA,NA
7948,38.023283814604966,-78.50815587610593,102172804,1620,NA,NA,NA,MULBERRY,AVE,NA,22903,R,NA,NA,7948,400018000,Single Family-1 Conversion,2 Story,A,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,1,1952,2,10,4,1,2,2,3988,978,NA
7949,38.02311495357478,-78.5100250438933,102912890,1642,NA,NA,NA,CENTER,AVE,NA,22903,R,NA,NA,7949,400019000,Single Family,2 Story,A,Wood,Slate,Hardwood,Partial Basement,Hot Water Radiator,2,1951,2,15,5,1,4,0,4899,775,0
7203,38.03001652805086,-78.48753786074438,7265364,202,NA,NA,NA,5TH,ST,SW,22903,C,EMERICKR,2015-11-20T14:58:54Z,7203,340026100,Single Family,Split-Foyer (Avg),C +,Brick Veneer,Architectural Shingles,Hardwood,Partial Basement,Heat Pump,2,1968,1,11,4,0,3,0,1572,1316,1316
7621,38.0156838505314,-78.4709502496948,130356550,1009,A,STE,NA,LINDEN,AVE,NA,22902,NA,NA,NA,7621,370085330,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1957,1,6,3,0,1,0,1075,1095,NA
7218,38.05157936655824,-78.50153464503222,132611636,1115,C,#,NA,EMMET,ST,N,22903,C,PFAUTZ,2016-11-28T17:23:02Z,51922,340033000,Single Family,2 Story,B,Brick Veneer,Slate,Hardwood,Full Basement,Hot Water Radiator,1,1936,2,6,3,1,3,0,1818,909,909
7275,38.03022241784125,-78.47903016988649,71633345,104,6,#,NA,4TH,ST,NE,22902,NA,PFAUTZ,2016-11-28T17:23:02Z,51945,340087000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
7276,38.030969283729746,-78.47871651196793,71633345,407,B,#,NA,4TH,ST,NE,22902,NA,PFAUTZ,2016-11-28T17:23:02Z,51946,340089000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
7319,38.02963452517562,-78.4784426410219,742620843,108,211,#,NA,5TH,ST,SE,22902,NA,PFAUTZ,2016-11-28T17:23:02Z,51960,350027000,Single Family,2 Story,C,Composition,Metal,Hardwood,Full Basement,Gas Wall Unit,0,1925,2,6,3,0,1,0,1156,833,0
7318,-90,-152.64427050222758,70233279,408,201C,#,E,MARKET,ST,NA,22902,NA,PFAUTZ,2016-11-28T17:23:00Z,51959,350026900,Single Family Attached,2 Story,C,Wood,Shingles,Tile,Partial Basement,Forced Air,0,1970,2,4,2,0,1,0,798,0,0
7320,38.02963452517562,-78.4784426410219,742620843,108,202,#,NA,5TH,ST,SE,22902,NA,PFAUTZ,2016-11-28T17:23:02Z,51961,350027A00,Single Family,1 Story,C,Vinyl,Shingles,None,No Basement,Heat Pump,0,2005,1,6,3,0,2,0,1678,0,0
7321,38.02963452517562,-78.4784426410219,742620843,108,206,#,NA,5TH,ST,SE,22902,NA,PFAUTZ,2016-11-28T17:23:02Z,51962,350028000,Single Family,2 Story,C,Aluminum,Metal,None,Partial Basement,Forced Air,0,1925,2,7,3,0,1,0,1150,0,0
7385,38.030933498263245,-78.50342731347779,6827176,429,1E,#,NA,MONROE,LN,NA,22903,R,PFAUTZ,2016-11-28T17:23:02Z,51989,350124100,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
7349,-90,-152.64427050222758,70233279,408,206,#,E,MARKET,ST,NA,22902,NA,PFAUTZ,2016-11-28T17:23:00Z,51975,350073000,Single Family,2 Story,C,Vinyl,Shingles,None,Partial Basement,Forced Air,0,1907,2,6,3,0,1,0,1769,0,0
7530,-90,-152.64427050222758,70233279,408,205B,#,E,MARKET,ST,NA,22902,NA,PFAUTZ,2016-11-28T17:23:00Z,52013,370037400,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1967,1,5,3,0,3,0,1087,1087,717
7879,38.05686618347322,-78.50102885345851,99711080,1243,B4,#,NA,CEDARS,CT,NA,22903,R,PFAUTZ,2016-11-28T17:23:00Z,52063,390019000,Single Family,2 Story,B -,Brick Veneer,Slate,Hardwood,Cellar,Hot Water Radiator,1,1939,2,7,3,1,3,0,2300,552,NA
7066,38.02595521896443,-78.50404658458085,89481626,411,A,APT,NA,VALLEY RD,EXT,NA,22903,R,NA,NA,7066,330113000,Single Family,2 Story,B++,Stucco,Shingles,Hardwood,Cellar,Hot Water Radiator,1,1924,2,7,3,1,1,0,2192,340,NA
