RecordID_Int,ParcelNumber,UseCode,YearBuilt,GrossArea,StoryHeight,NumberOfStories
527,170040000,Retail Store,1965,4709,12,1.00
528,170041000,Service Repair Garage,1956,1580,12,1.00
529,170041000,Service Repair Garage,1956,567,12,1.00
530,170041100,Market,1963,2400,12,1.00
531,170042000,Office Building,1988,23838,10,3.00
532,170042000,Office Building,1988,20304,10,1.00
533,170043000,Apartments 1-10 units,1939,4240,8,2.00
534,170043000,Apartments 1-10 units,1939,154,8,1.00
535,170072000,Storage Warehouse,1970,3254,12,2.00
536,170072000,Storage Warehouse,1970,4171,12,1.00
537,170072000,Storage Warehouse,1970,1697,20,1.00
538,170073000,Restaurant,1923,1775,12,1.00
539,170073000,Restaurant,1923,1395,12,1.00
540,170074000,Restaurant,1925,3720,12,1.00
541,170074000,Restaurant,1925,738,12,1.00
542,170074000,Restaurant,1925,3720,12,1.00
543,170074000,Restaurant,1925,738,12,1.00
544,170075000,Restaurant,1920,1344,12,1.00
545,170077000,Apartments 1-10 units,1992,6714,8,3.00
546,170077000,Apartments 1-10 units,1992,2304,8,4.00
547,170077000,Apartments 1-10 units,1992,2266,8,2.00
548,170079000,Apartments 1-10 units,1990,7581,8,3.00
549,170082000,Apartments 1-10 units,2009,4851,10,3.00
550,170083000,Apartments over 20 units,1993,40356,8,3.00
551,170088000,Restaurant,1920,2787,12,1.00
552,170091000,Apartments 11-20 Units,1992,11662,8,3.00
553,170091000,Apartments 11-20 Units,1992,11662,8,3.00
554,170091200,Apartments 1-10 units,1992,3030,8,2.00
555,170091200,Apartments 1-10 units,1992,13,8,1.00
556,170092000,Office Building,2009,7522,10,2.00
557,170092000,Office Building,2009,5128,20,1.00
558,170092000,Office Building,2009,12486,10,2.00
559,170093000,Apartments over 20 units,1963,11508,8,2.00
560,170093100,Apartments 11-20 Units,1963,12990,8,3.00
561,170093200,Apartments 11-20 Units,1964,12990,8,3.00
562,170093300,Apartments 11-20 Units,1963,8660,8,2.00
563,170103100,Apartments 1-10 units,1957,5460,8,2.00
564,170104000,Apartments 11-20 Units,1900,3753,8,1.00
565,170104000,Apartments 11-20 Units,1900,2720,8,2.00
566,170104000,Apartments 11-20 Units,1900,2176,8,2.00
567,170104000,Apartments 11-20 Units,1900,7701,8,3.00
568,170117000,Dormitory,1992,44380,10,4.00
569,170117000,Dormitory,1992,26175,10,1.00
570,17A012000,Market,1989,3539,19,1.00
571,17A014000,Fire Station (staff),0,25906,12,3
572,180038000,Church,1963,2818,12,1.00
573,180038000,Church,1963,4580,12,2.00
574,180038000,Church,1963,105,12,1.00
575,180039400,Church,1963,11947,12,1.00
576,18A004000,Apartments 1-10 units,1950,4854,12,3.00
577,18A004000,Apartments 1-10 units,1950,2104,12,2.00
578,18A004000,Apartments 1-10 units,1950,118,12,1.00
579,18A033000,Apartments 1-10 units,1923,5856,12,2.00
580,18A033000,Apartments 1-10 units,1923,1523,12,1.50
581,190034000,Clubhouse,1900,5616,12,1.50
582,190034000,Clubhouse,1900,6606,12,1.00
583,190057000,Apartments 1-10 units,1920,3438,8,2.00
584,200066000,Church,1920,1583,12,1.00
585,200066000,Church,1920,2964,12,2.00
586,210089000,Church,1953,3434,12,1.00
587,210089000,Church,1953,5252,12,1.50
588,210103000,Church,1954,10515,12,1.00
589,210103000,Church,1954,10152,12,2.00
590,21A125000,Church,1966,1882,12,1.00
591,21B001000,Elementary Sch (Entire),1968,42751,12,1.00
592,21B002000,Warehouse Showroom Store,1997,12520,14,1.00
593,21B002100,Convenience Market,1989,2500,14,1.00
594,21B002200,Fast Food Restaurant,1998,2828,14,1.00
595,21B002A00,Commercial,1989,8100,18,1.00
596,21B003000,Motel,2002,39000,10,3.00
597,21B003A00,Commercial,1997,6000,10,1.00
598,21B004000,Motel,2001,14959,10,2.00
599,21B004100,Neighborhood Shopping Ctr.,1984,35552,12,1.00
600,21B004200,Office Building,1986,23750,14,1.00
601,21B004400,Bank,1988,2160,12,1.00
602,21B004500,Office Building,1992,4032,12,1.00
603,21B004600,Commercial,1999,7029,10,2.50
604,21B004600,Commercial,1999,917,10,2.00
605,21B004700,"Motel Rm 2 Sty, Double Row",1999,14059,10,2.00
606,21B047000,Industrial Engineering,1995,8230,20,1.00
607,21B048000,Fast Food Restaurant,1986,3597,12,1.00
608,21B049000,Market,1987,1344,14,1.00
609,21B050000,Fast Food Restaurant,1995,2587,14,1.00
610,21B050100,Fast Food Restaurant,1998,1659,14,1.00
611,220064100,Group Care Home,1994,3286,12,1.00
612,22A001000,Elementary Sch (Entire),1955,20880,12,2.00
613,22A001000,Elementary Sch (Entire),1955,30888,12,1.00
614,22A002000,Armory,1958,4316,12,1.00
615,22B179000,Apartments 11-20 Units,0,,,
616,22B350000,Apartments over 20 units,,,,
617,230004000,Apartments 1-10 units,1972,1884,8,1.00
618,230055000,Apartments 1-10 units,1981,2208,8,2.00
619,230055000,Apartments 1-10 units,1981,691,8,1.00
620,230056000,Apartments 1-10 units,1981,2208,8,2.00
621,230056000,Apartments 1-10 units,1981,691,8,1.00
622,230183000,Apartments 1-10 units,1991,2200,8,2.00
623,230183000,Apartments 1-10 units,1991,600,8,1.00
624,230192000,Elementary Sch (Entire),1965,23730,12,1.00
625,230192000,Elementary Sch (Entire),1965,28516,12,1.00
626,230192000,Elementary Sch (Entire),1965,14996,12,1.00
627,240109000,Apartments 1-10 units,1962,,,
628,240110000,Apartments 1-10 units,1962,,,
629,240111000,Apartments 1-10 units,1963,,,
630,240112000,Apartments 1-10 units,1962,,,
631,240121000,Clubhouse,1955,952,10,1.00
632,250003000,Apartments over 20 units,1970,5630,12,2.00
633,250008000,Church,1990,3746,12,1.00
634,250008000,Church,1990,3450,12,1.00
635,250037000,Apartments 1-10 units,1973,1952,8,2.00
636,250056100,Apartments 1-10 units,,,,
637,250064000,Apartments 1-10 units,1925,1524,8,2.00
638,250064000,Apartments 1-10 units,1925,438,8,1.00
639,250064000,Apartments 1-10 units,1925,270,8,1.00
640,250068410,Apartments 1-10 units,,,,3
641,250068410,Apartments 1-10 units,,,,3
642,250079000,Apartments 1-10 units,1925,,,
643,25A041100,Apartments 11-20 Units,1983,5626,8,2.00
644,25A041100,Apartments 11-20 Units,1983,3092,8,1.00
645,260010000,Apartments 1-10 units,1920,,,
646,260095000,Service Repair Garage,1977,11625,12,1.00
647,260097000,Condo Common Area,0,2700,12,1.00
648,260097000,Condo Common Area,0,24346,12,1.00
649,260097A00,Office Building,1940,0,0,0
650,260097B00,Storage Warehouse,1940,6145,14,1.00
651,260097C00,Storage Warehouse,1940,4292,14,1.00
652,260097D00,Storage Warehouse,1940,4588,14,1.00
653,260115000,Apartments over 20 units,1980,64430,10,2.00
654,270011100,Service Repair Garage,1964,4098,12,1.00
655,270013100,Office Building,1966,1440,12,1.00
656,270014000,Commercial,1925,2042,8,2.00
657,270014000,Commercial,1925,984,10,1.00
658,270019000,Apartments over 20 units,1980,6588,10,2.00
659,270019000,Apartments over 20 units,1980,6588,10,2.00
660,270019000,Apartments over 20 units,1980,6588,10,2.00
661,270019000,Apartments over 20 units,1980,6588,10,2.00
662,270019000,Apartments over 20 units,1980,6588,10,2.00
663,270019000,Apartments over 20 units,1980,6588,10,2.00
664,270019000,Apartments over 20 units,1980,6588,10,2.00
665,270019000,Apartments over 20 units,1980,6588,10,2.00
666,270091000,Commercial,2003,8687,20,1.00
667,270091000,Commercial,2003,8687,20,1.00
668,270091A00,Multiple Commercial Use,2000,9784,10,1.00
669,280001000,Skating Rink,1995,20211,37,1.00
670,280001000,Skating Rink,1995,2847,10,1.00
671,280001000,Skating Rink,1995,7838,12,1.00
672,280009000,Restaurant,1920,3311,12,1.00
673,280009100,Retail Store,1920,7292,12,2.00
674,280009100,Retail Store,1920,936,12,1.00
675,280010000,"Theaters, Cinema",1938,18900,30,1.00
676,280012000,Retail Store,1950,1576,12,1.00
677,280013000,Mixed Retail w/Res Units,1997,12312,12,2.00
678,280016100,Restaurant,0,4000,9,2.00
679,280018000,Mixed Retail w/Res Units,1960,15244,12,1.00
680,280018000,Mixed Retail w/Res Units,1960,25119,12,1.66
681,280019000,Mixed Retail w/Res Units,2000,64000,14,5.00
682,280020000,Office Building,1914,10244,12,2.00
683,280020100,Office Building,1914,10710,12,3.00
684,280021000,Retail Store,1950,1875,8,3.00
685,280021000,Retail Store,1950,2698,10,2.00
686,280022000,Mixed Retail w/Res Units,1920,2261,10,1.00
687,280022000,Mixed Retail w/Res Units,1920,1654,10,2.00
688,280023000,"Theaters, Cinema",1920,6397,12,1.00
689,280023000,"Theaters, Cinema",1920,5948,12,2.00
690,280024000,Office Building,1920,3749,12,3.50
691,280024000,Office Building,1920,959,12,1.00
692,280025000,Multiple Commercial Use,1920,3336,12,3.00
693,280025000,Multiple Commercial Use,1920,1826,12,1.00
694,280026000,Restaurant,1961,6042,12,2.00
695,280026100,Mixed Retail w/Res Units,1962,4257,10,3.00
696,280027000,Retail Store,1920,2620,12,1.00
697,280028000,"Theaters, Live Stage",2003,25879,8,4.00
698,280031000,Hotel,1967,2703,12,1.00
699,280031000,Hotel,1967,2703,12,1.00
700,280034000,Retail Store,1920,5188,12,2.00
701,280034000,Retail Store,1920,6036,12,1.00
702,280034000,Retail Store,1920,697,12,1.00
703,280035000,Restaurant,1905,12536,12,2.00
704,280036000,Retail Store,1920,6634,12,2.00
705,280036300,Retail Store,1920,369,12,1.00
706,2800371A0,Office,1983,1249,12,1.00
707,2800371B0,Bank,1983,929,12,1.00
708,2800371C0,Office Building,1983,2240,12,1.00
709,280037A00,Bank,1920,2267,12,1.00
710,280037A10,Commercial,0,2669,12,1.00
711,280038000,Bank,1916,10422,12,2.00
712,280038000,Bank,1916,12126,12,3.00
713,280040000,Bank,1957,22414,12,2.00
714,280040000,Bank,1957,22414,12,2.00
715,280041000,Office Building,1916,17895,12,3.00
716,280041000,Office Building,1916,1563,12,1.00
717,280042000,Retail Store,1908,27040,12,4.00
718,280043000,Office Building,1910,1380,12,3.00
719,280043000,Office Building,1910,14576,12,2.00
720,280044000,Retail Store,1910,2131,20,1.00
721,280044000,Retail Store,1910,660,12,2.00
722,280044000,Retail Store,1910,2116,12,1.00
723,280044000,Retail Store,1910,1000,12,1.00
724,280045000,Office Building,1954,8240,12,2.00
725,280046000,Retail Store,1915,4416,12,2.00
726,280047000,Office Building,1920,3686,12,2.00
727,280047000,Office Building,1920,836,12,1.00
728,280048000,Office Building,1920,6098,12,2.00
729,280049000,Retail Store,1920,1392,12,3.00
730,280049000,Retail Store,1920,2800,12,2.00
731,280049000,Retail Store,1920,1189,12,1.00
732,280050000,Retail Store,1946,10920,10,3.00
733,280051000,Retail Store,1968,12240,12,3.00
734,280051A00,Retail Store,0,5670,12,3.00
735,280051B00,Retail Store,0,12772,12,2.00
736,280052000,Restaurant,1920,2454,12,1.00
737,280052000,Restaurant,1920,2464,12,1.00
738,280058000,Office Building,1966,10552,12,2.00
739,280058000,Office Building,1966,11649,12,3.00
740,280060100,Apartments over 20 units,1924,31944,12,4.00
741,2800601A0,Office,1904,2315,8,1.00
742,2800601B0,Office,1904,1507,8,1.00
743,2800601C0,Office,1904,1467,8,1.00
744,2800601D0,Office,1904,1992,8,1.00
745,2800601F0,Office,1904,390,8,1.00
746,2800601G0,Office,1904,1677,8,1.00
747,2800601H0,Office,1904,1763,8,1.00
748,2800601I0,Office,1904,1629,8,1.00
749,2800601J0,Office,1904,1776,8,1.00
750,2800601K0,Office,1904,8861,8,1.00
751,280060200,Office,1904,1102,8,1.00
752,280061000,Parking Structure,1993,61000,12,1.00
753,280061000,Parking Structure,1993,128750,12,4.00
754,280061000,Parking Structure,1993,147000,12,3.00
755,280061100,Parking Structure,1993,100,12,3.00
756,280061101,Office,1993,906,12,1.00
757,280061300,Parking Structure,1993,100,12,3.00
758,280061400,Retail,1993,7898,12,1.00
759,280061500,Retail Store,1993,1324,14,1.00
760,280061600,Commercial,1993,1444,12,1.00
761,280061700,Commercial,1993,3493,12,1.00
762,280061800,Commercial,1993,906,12,1.00
763,280061900,Retail Store,1993,2625,12,1.00
764,280061A00,Parking Structure,1993,100,12,3.00
765,280076000,Restaurant,1920,1658,10,2.00
766,280076000,Restaurant,1920,645,10,1.00
767,280077000,Office Building,1925,1550,10,2.00
768,280077000,Office Building,1925,405,10,1.00
769,280078000,Office Building,1920,3400,10,2.00
770,280079000,Restaurant,1935,1079,12,1.00
771,280080000,Restaurant,1925,4036,12,1.00
772,280080100,Multiple Commercial Use,0,1661,10,1.00
773,280080100,Multiple Commercial Use,0,1063,8,1.00
774,280080A00,Office Building,1941,1590,10,1.00
775,280084100,Office,1989,1081,10,1.00
776,2800841A0,Office,0,474,10,1.00
777,2800841B0,Office,1974,3236,10,1.00
778,2800841C0,Office,0,1582,10,1.00
779,280084200,Office,1989,2244,12,1.00
780,2800842A0,Office,0,2849,12,1.00
781,2800842B0,Office,1974,1771,12,1.00
782,280084300,Office,1989,5300,10,1.00
783,280084A00,Commercial,0,1381,12,1.00
784,280084B00,Commercial,0,1742,12,1.00
785,280084C00,Condominium Commercial,0,2286,12,1.00
786,280084D00,Condominium Commercial,0,1473,12,1.00
787,280084E00,Office Building,0,,,
788,280084F00,Office,0,7465,12,1.00
789,280084G00,Office Building,0,24239,12,1.00
790,280084H00,Office,0,21362,12,1.00
791,280093000,Apartments over 20 units,1981,71716,12,4.00
792,280094000,Apartments 1-10 units,1920,2332,8,2.00
793,280094000,Apartments 1-10 units,1920,941,8,1.00
794,280095000,Multiple Commercial Use,1920,2548,8,2.00
795,280096000,Apartments 1-10 units,1920,1642,10,2.00
796,280096000,Apartments 1-10 units,1920,639,10,1.00
797,280097000,Apartments 1-10 units,1910,1654,10,2.00
798,280097000,Apartments 1-10 units,1910,307,10,1.00
799,280098000,Apartments 1-10 units,1920,2700,10,2.50
800,280098000,Apartments 1-10 units,1920,475,10,1.00
801,280098000,Apartments 1-10 units,1920,160,10,2.00
802,280099000,Rooming House,1920,2328,12,2.50
803,280100000,Rooming House,1920,3843,12,2.50
804,280100000,Rooming House,1920,414,12,2.00
805,280101000,Mixed Retail w/Res Units,1920,4528,12,1.00
806,280102000,Mixed Retail w/Res Units,1916,2655,12,1.00
807,280102100,Mixed Retail w/Res Units,1916,5647,12,1.00
808,280102100,Mixed Retail w/Res Units,1916,5647,12,1.00
809,280102210,Office Building,1916,769,12,1.00
810,280102220,Office Building,1916,1470,12,1.00
811,280102230,Apartments 1-10 units,1916,5271,12,1.00
812,280102240,Apartments 1-10 units,1916,4837,12,1.00
813,280102240,Apartments 1-10 units,1916,780,10,1.00
814,280102250,Condominium Commercial,1916,,,
815,280104000,Office Building,1906,13677,12,3.00
816,280104000,Office Building,1906,1419,12,1.00
817,280105000,Retail Store,1927,10416,12,1.00
818,280111A00,Multiple Commercial Use,0,24000,14,2.00
819,280111AA0,Condominium Commercial,2009,1745,12,1.00
820,280111B00,Condominium Commercial,0,1547,12,1.00
821,280111C00,Condominium Commercial,0,1822,12,1.00
822,280111D00,Condominium Commercial,2009,1496,12,1.00
823,280111F00,Condominium Commercial,2008,8325,12,1.00
824,280111H00,Condominium Commercial,0,2230,12,1.00
825,280111I00,Condominium Commercial,0,2530,12,1.00
826,280111J00,Condominium Commercial,0,2540,12,1.00
827,280111K00,Condominium Commercial,0,1170,12,1.00
828,280111L00,Condominium Commercial,0,3173,12,1.00
829,280111M00,Condominium Commercial,0,7440,12,1.00
830,280111O00,Condominium Commercial,2009,4350,12,1.00
831,280111P00,Condominium Commercial,2009,2520,12,1.00
832,280111Q00,Condominium Commercial,2010,794,12,1.00
833,280111R00,Condominium Commercial,2009,1160,12,1.00
834,280111S00,Condominium Commercial,2009,3605,12,1.00
835,280112000,Apartments 11-20 Units,1978,78620,8,2.00
836,280113000,Retail Store,1981,31484,12,1.50
837,280113000,Retail Store,1981,,12,1.00
838,280113000,Retail Store,1981,31484,12,1.50
839,280113000,Retail Store,1981,,12,1.00
840,280128000,Condo Common Area,0,40378,12,1.00
841,280128000,Condo Common Area,0,5400,10,1.00
842,280128000,Condo Common Area,0,24000,16,2.00
843,280128100,Health Club,0,5619,10,3.00
844,2801281A0,Commercial,0,2392,10,1.00
845,280128200,Parking Structure,0,33933,9,2.00
846,2801282A0,Office,0,2840,10,1.00
847,280128B00,Office Building,0,43500,10,5.00
848,280131000,Dist. Warehouse,1951,5112,16,1.00
849,280131000,Dist. Warehouse,1951,4590,16,1.00
850,280143000,Office Building,1860,1384,8,1.00
851,280144000,Office Building,1892,2744,8,2.00
852,280146000,Group Care Home,1983,6320,8,1.00
853,280146000,Group Care Home,1983,18,8,1.00
854,280151000,Retail Store,1995,1724,12,1.00
855,280152000,Office Building,1962,1059,8,1.00
856,280152000,Office Building,1962,1059,8,1.00
857,280153100,Apartments 1-10 units,1963,4883,12,2.50
858,280156000,Day Care Center,1915,2632,12,2.00
859,280208000,Office Building,1925,15000,12,1.00
860,280208100,Retail Store,0,15000,10,1.0
861,280218000,Apartments over 20 units,1976,68024,12,8.00
862,280244000,Apartments over 20 units,0,,,
863,280245000,Dist. Warehouse,1981,11375,18,1.00
864,280245000,Dist. Warehouse,1981,6000,12,1.00
865,290001000,Church,1865,4167,20,1.00
866,290002000,Office Building,1920,2500,12,1.00
867,290002L00,Office Building,1920,2500,10,1.00
868,290003000,Service Repair Garage,1958,5797,12,1.00
869,290006000,Retail Store,1931,1222,12,1.00
870,290006000,Retail Store,1931,858,12,1.00
871,290007000,Restaurant,1920,2520,10,2.00
872,290007000,Restaurant,1920,500,12,1.00
873,290007000,Restaurant,1920,2520,10,2.00
874,290007000,Restaurant,1920,500,12,1.00
875,290010000,Retail Store,1989,3268,12,1.00
876,290010000,Retail Store,1989,3268,12,1.00
877,290011000,Restaurant,1960,2496,12,1.00
878,290012000,Retail Store,1941,11691,12,1.00
879,290013000,Retail Store,0,,,
880,290014000,Retail Store,1953,1440,12,1.00
881,290014000,Retail Store,1953,480,12,1.00
882,290017000,Office Building,1938,10506,10,1.00
883,290018000,Office Building,1920,1730,12,2.00
884,290018000,Office Building,1920,936,12,1.00
885,290020000,Office Building,1867,4343,40,1.00
886,290021000,Retail Store,1945,4964,12,2.00
887,290021000,Retail Store,1945,2647,12,1.00
888,290021100,Office Building,1920,12276,10,3.00
889,290021100,Office Building,1920,1680,10,2.00
890,290022000,Fire Station (staff),1959,17080,14,2.00
891,290022000,Fire Station (staff),1959,525,10,2.00
892,290029000,Church,1965,4727,16,1.00
893,290029000,Church,1965,19980,10,2.00
894,290029000,Church,1965,5801,10,1.00
895,290030000,Storage Warehouse,1969,34563,20,1.00
896,290030000,Storage Warehouse,1969,6416,20,1.00
897,290049000,Commercial,1900,,,
898,290055000,Apartments 1-10 units,1972,7464,8,2.00
899,290067100,Commercial,2006,2262,20,2.00
900,290071000,Commercial,1972,600,10,1.00
901,290073000,Commercial,1900,1080,12,2.00
902,290074000,Office Building,1900,612,12,2.00
903,290074000,Office Building,1900,240,12,1.00
904,290132000,Office Building,1925,2208,8,2.00
905,290132000,Office Building,1925,541,8,1.00
906,290142000,Apartments 1-10 units,1925,,,
907,290144000,Apartments 1-10 units,1925,,,
908,290152000,Apartments 11-20 Units,,1550,,2.0
909,290152000,Apartments 11-20 Units,,1550,,2.0
910,290158000,Office Building,1961,3000,13,1.00
911,290178000,Market,1954,10019,12,1.00
912,290232100,Retail Store,1992,12000,14,1.00
913,290233100,Retail Store,1966,4384,12,1.00
914,290233200,Convenience Market,1997,1410,12,1.00
915,290234000,Clubhouse,1996,3480,12,1.00
916,290262000,Apartments 1-10 units,1969,3934,8,2.00
917,290264000,Office,1910,1880,8,2.00
918,290264000,Office,1910,247,8,1.00
919,290271000,Apartments 1-10 units,1925,,,
920,300002000,Restaurant,1900,4620,12,2.00
921,300002000,Restaurant,1900,1020,10,1.00
922,300002000,Restaurant,1900,1716,12,1.00
923,300003000,Apartments over 20 units,,,,
924,300010000,Day Care Center,1999,17220,12,2.00
925,300024000,Commercial,1961,3016,12,1.00
926,300029000,Church,1920,1420,12,1.00
927,300030000,Church,1970,1740,12,1.00
928,300032000,Industrial Engineering,1970,2273,12,1.00
929,300065000,Commercial,1885,,,
930,300065000,Commercial,1885,,,
931,300067000,Apartments 1-10 units,1900,,,
932,300069000,Commercial,1920,1174,12,1.00
933,300091000,Group Care Home,1991,9120,10,3.00
934,300121100,Service Repair Garage,1969,2113,12,1.00
935,300139000,Restaurant,,1302,9,1.0
936,300140000,Service Repair Garage,1956,8336,12,1.00
937,300141000,Convenience Market,1969,2620,12,1.00
938,300144100,Office Building,1996,6304,12,1.00
939,300144101,Apartments 11-20 Units,1996,13600,12,2.00
940,300151000,Neighborhood Shopping Ctr.,1965,13192,12,1.00
941,300151100,Convenience Market,1961,1717,12,1.00
942,300161000,Church,2010,8954,20,2.00
943,300170000,Office,1965,2500,14,1.00
944,300170000,Office,1965,8232,8,2.00
945,300170000,Office,1965,1480,10,1.00
946,310004100,Commercial,1969,912,12,1.00
947,310004200,Veterinary Hospital,1990,3360,12,1.00
948,310004200,Veterinary Hospital,1990,1569,12,1.00
949,310007000,Retail Store,1967,4000,12,1.00
950,310008000,Multiple Commercial Use,1950,6858,12,1.00
951,310008000,Multiple Commercial Use,1950,2275,12,1.00
952,310010000,Retail Store,1949,1920,12,1.00
953,310012000,Retail Store,1988,2375,14,1.00
954,310015000,Commercial,1972,2161,33,1.00
955,310015000,Commercial,1972,560,12,1.00
956,310015000,Commercial,1972,1622,12,1.00
957,310018000,Service Repair Garage,1982,6050,14,1.00
958,310024000,Storage Warehouse,1939,4538,12,1.0
959,310025000,Church,1940,3260,12,1.00
960,310038000,Multiple Commercial Use,1939,10838,15,2.00
961,310038000,Multiple Commercial Use,1939,27094,15,1.00
962,310039000,Office Building,1969,21381,11,2.00
963,310053000,Storage Warehouse,1983,3150,12,1.00
964,310054000,Service Repair Garage,1934,11178,12,1.00
965,310055000,Retail Store,1950,1156,12,1.00
966,310057000,Retail Store,1950,29008,12,1.00
967,310060000,Multiple Commercial Use,1937,56422,12,1.00
968,310060000,Multiple Commercial Use,1937,21106,12,2.00
969,310070000,Service Repair Garage,1974,5632,16,1.00
970,310101000,Storage Warehouse,1947,10362,12,2.00
971,310145000,Apartments over 20 units,1962,125960,8,1.00
972,310155000,Office Building,1952,2732,12,1.20
973,310156000,Mixed Retail w/Res Units,1920,7260,12,2.00
974,310156000,Mixed Retail w/Res Units,1920,2400,12,1.00
975,310156000,Mixed Retail w/Res Units,1920,5158,12,1.00
976,310162000,Retail Store,1953,6880,12,1.00
977,310165000,Retail Store,1950,4252,12,2.00
978,310165000,Retail Store,1950,1027,12,2.00
979,310166000,Retail Store,1920,1040,12,1.00
980,310167000,Retail Store,1920,1440,12,1.00
981,310168000,Mixed Retail w/Res Units,1920,4176,10,2.00
982,310175000,Retail Store,1972,2206,12,1.00
983,310184BO0,Storage Garage,1950,160,12,1.00
984,310184BO0,Storage Garage,1950,240,10,1.00
985,310184BO0,Storage Garage,1950,288,10,1.00
986,310215000,Mortuary,1953,1646,12,1.00
987,310238000,Apartments 1-10 units,1925,,,
988,310238000,Apartments 1-10 units,1925,,,
989,320001000,Convenience Market,1999,2952,14,1.00
990,320007000,Office Building,1928,5326,12,2.00
991,320007100,Restaurant,1985,3703,12,1.00
992,320011000,Office Building,1930,7562,20,1.00
993,320013000,Market,1948,12888,16,1.00
994,320014000,Multiple Commercial Use,1920,14100,12,3.00
995,320014000,Multiple Commercial Use,1920,14100,12,3.00
996,320014000,Multiple Commercial Use,1920,14100,12,3.00
997,320014000,Multiple Commercial Use,1920,14100,12,3.00
998,320020000,Office Building,1960,67486,12,1.00
999,320020000,Office Building,1960,67486,12,1.00
1000,320020000,Office Building,1960,67486,12,1.00
1001,320021000,Fast Food Restaurant,1976,3496,12,1.00
1002,320023000,Multiple Commercial Use,1977,11896,12,2.00
1003,320024000,Neighborhood Shopping Ctr.,1977,30182,12,1.00
1004,320026000,Dormitory,1920,36106,12,1.00
1005,320027000,Fast Food Restaurant,1983,3046,12,1.00
1006,320089000,Office Building,1924,65668,12,2.00
1007,320089000,Office Building,1924,15282,20,1.00
1008,320106000,Storage Warehouse,1973,2403,12,1.00
1009,320147000,Service Repair Garage,1945,1938,12,1.00
1010,320148000,Restaurant,1920,4480,10,2.00
1011,320148000,Restaurant,1920,898,10,1.00
1012,320149000,Retail Store,1984,9032,10,2.00
1013,320150000,Retail Store,1920,3640,12,2.00
1014,320150000,Retail Store,1920,1170,12,1.00
1015,320151000,Restaurant,1962,500,12,1.00
1016,320151000,Restaurant,1962,1856,12,1.00
1017,320153000,Retail Store,1920,4980,12,1.00
1018,320156000,Restaurant,1920,3820,12,2.00
1019,320157000,Retail Store,1920,8692,12,2.00
1020,320157000,Retail Store,1920,418,12,1.00
1021,320159000,Office Building,1920,1800,12,2.00
1022,320160000,Apartments 1-10 units,1901,2210,12,2.00
1023,320161000,Office Building,1940,1346,12,2.00
1024,320161000,Office Building,1940,351,12,1.00
1025,320162000,Restaurant,1920,1848,12,1.00
1026,320162000,Restaurant,1920,1848,12,1.00
1027,320163000,Restaurant,1920,1840,12,2.00
1028,320164000,Restaurant,2001,304,10,1.00
1029,320165100,Restaurant,1935,3164,12,1.00
1030,320165100,Restaurant,1935,3046,12,1.00
1031,320167000,Office Building,1885,17396,12,4.00
1032,320167000,Office Building,1885,824,12,1.00
1033,320170000,Church,1908,5200,12,2.00
1034,320171000,Retail,1920,9141,12,2.00
1035,320171000,Retail,1920,66,12,2.00
1036,320173000,Mortuary,1920,3878,12,2.00
1037,320174000,Office Building,1920,2997,12,1.00
1038,320174000,Office Building,1920,1400,9,1.00
1039,320174000,Office Building,1920,2997,12,1.00
1040,320174000,Office Building,1920,1400,9,1.00
1041,320175000,Mixed Retail w/Res Units,1819,2660,8,2.50
1042,320175000,Mixed Retail w/Res Units,1819,1904,8,2.00
1043,320176000,Office Building,1895,3096,8,2.00
1044,320176000,Office Building,1895,320,8,1.00
1045,320177000,Barber Shop,1920,731,12,1.00
1046,320178000,Retail Store,1920,2213,12,1.00
1047,320179000,Office Building,1949,0,0,1.0
1048,320185000,Office Building,1925,2360,10,2.00
1049,320186000,Office Building,1925,1864,10,2.00
1050,320186000,Office Building,1925,2842,10,2.00
1051,320192000,Restaurant,1900,2748,10,2.00
1052,320192000,Restaurant,1900,927,10,1.50
1053,320192000,Restaurant,1900,1280,10,1.00
1054,320195000,Office Building,1956,3652,8,2.00
1055,320196000,Office Building,1940,1836,10,1.00
1056,320197000,Commercial,1936,5955,12,1.00
1057,320198000,Hotel,1957,1913,14,1.00
1058,320198000,Hotel,1957,26271,9,4
1059,320198000,Hotel,1957,84560,9,7.00
1060,320198000,Hotel,1957,6219,12,1
1061,330001100,Apartments over 20 units,1964,15651,8,3.00
1062,330002100,Apartments 11-20 Units,2001,13935,8,3.00
1063,330005000,Church,1953,3280,30,1.00
1064,330005000,Church,1953,3280,30,1.00
1065,330059000,Office Building,1966,6210,12,3.00
1066,330059000,Office Building,1966,3105,12,3.00
1067,330060000,Apartments 1-10 units,1932,3868,8,2.00
1068,330062000,Office Building,1924,1920,8,2.00
1069,330063000,Office Building,1920,2012,8,2.00
1070,330067000,Office Building,1962,14404,12,2.00
1071,330070000,Office Building,1958,3766,10,1.70
1072,330072000,Office,1920,2936,8,2.00
1073,330072000,Office,1920,400,8,1.00
1074,330074000,Office Building,1960,7751,10,2.00
1075,330075000,Office Building,1850,4232,10,2.00
1076,330075000,Office Building,1850,720,10,1.00
1077,330076000,Office Building,1887,3418,10,2.00
1078,330077000,Office Building,1895,2748,12,2.00
1079,330077000,Office Building,1895,969,12,1.00
1080,330088000,Apartments 1-10 units,1910,,,
1081,330094000,Office Building,1910,2840,12,2.00
